Transaction_ID,Date,Amount,Category,Employee_ID,Emp_Name,Emp_Address,Vendor_ID,Vendor_Name,Vendor_Address,Risk_Score,Risk_Notes,DayOfWeek,Prev_Date,Prev_Amount,Leading_Digit
50285,2023-07-13,342.77,Travel,1001,Scott Baker,"563 Lee Fort, Rogerville, CA 44492",2008,"Miller, Mack and Watts","63754 Daniel Vista, Gloriamouth, PA 22198",0,,3,,,3
50081,2023-11-12,3917.87,Travel,1001,Scott Baker,"563 Lee Fort, Rogerville, CA 44492",2013,Brown Inc,"2287 Laurie Avenue Suite 359, North Mariafurt, AL 87186",20,Weekend_High_Spend; ,6,,,3
50246,2023-01-24,1011.2,Supplies,1001,Scott Baker,"563 Lee Fort, Rogerville, CA 44492",2018,"Larson, Mitchell and Swanson","135 Contreras Well Suite 303, Port Courtney, MA 23471",0,,1,,,1
50761,2023-01-25,752.83,Software,1001,Scott Baker,"563 Lee Fort, Rogerville, CA 44492",2019,Hughes-Campbell,"74355 Khan View Apt. 395, Maryville, CT 57298",0,,2,,,7
50485,2023-05-21,3780.34,Meals,1001,Scott Baker,"563 Lee Fort, Rogerville, CA 44492",2021,Cole-Tyler,"90000 Bell Haven Suite 394, Lake Ginastad, MT 12092",20,Weekend_High_Spend; ,6,,,3
50789,2023-05-09,3197.99,Supplies,1001,Scott Baker,"563 Lee Fort, Rogerville, CA 44492",2024,Anderson-Hudson,"29590 Boyle Points Apt. 885, North Nancy, MA 36595",0,,1,,,3
50051,2023-09-27,3845.18,Meals,1001,Scott Baker,"563 Lee Fort, Rogerville, CA 44492",2035,Wheeler-Hale,"8737 Page Stream, North Elizabeth, CA 82526",0,,2,,,3
50361,2023-02-10,3576.78,Travel,1001,Scott Baker,"563 Lee Fort, Rogerville, CA 44492",2040,"Pierce, Robinson and Munoz","8198 Goodman Squares, Scotthaven, TN 19541",0,,4,,,3
50288,2023-11-24,838.73,Software,1001,Scott Baker,"563 Lee Fort, Rogerville, CA 44492",2047,Wilson-Martin,"37623 Nicole Ridge Suite 925, South Christian, MO 66629",0,,4,,,8
50978,2023-02-02,2378.48,Services,1001,Scott Baker,"563 Lee Fort, Rogerville, CA 44492",2051,"Thompson, Curry and Oneill","Unit 2316 Box 3994, DPO AE 15152",0,,3,,,2
50022,2023-01-23,1017.21,Supplies,1001,Scott Baker,"563 Lee Fort, Rogerville, CA 44492",2055,Boyd Group,"Unit 9659 Box 0767, DPO AE 92178",0,,0,,,1
50994,2023-05-06,180.89,Services,1001,Scott Baker,"563 Lee Fort, Rogerville, CA 44492",2056,Lopez PLC,"793 Matthew Unions Apt. 581, Simonfort, MH 35152",0,,5,,,1
50186,2023-03-16,1961.36,Travel,1001,Scott Baker,"563 Lee Fort, Rogerville, CA 44492",2057,Taylor LLC,"36878 Cardenas Street Apt. 375, Haleburgh, OR 04364",0,,3,,,1
50098,2023-04-17,1143.18,Supplies,1001,Scott Baker,"563 Lee Fort, Rogerville, CA 44492",2059,Barnes-Miller,"3258 Price Meadows, West Rebeccamouth, AL 94613",0,,0,,,1
50038,2023-01-06,1093.42,Services,1001,Scott Baker,"563 Lee Fort, Rogerville, CA 44492",2072,Smith-Williams,"0200 Chris Hill Suite 452, Lake Michelleberg, PR 01384",0,,4,,,1
50973,2023-02-19,2320.71,Software,1001,Scott Baker,"563 Lee Fort, Rogerville, CA 44492",2083,Buchanan-Knight,"5912 Patrick Valleys Suite 204, Coreymouth, PW 13157",20,Weekend_High_Spend; ,6,,,2
50318,2023-01-20,4178.02,Supplies,1001,Scott Baker,"563 Lee Fort, Rogerville, CA 44492",2086,"Fernandez, Hoffman and Parker","829 Gonzales Meadows Apt. 650, Peterport, HI 58928",0,,4,,,4
50811,2023-10-23,3155.15,Software,1001,Scott Baker,"563 Lee Fort, Rogerville, CA 44492",2087,Jimenez PLC,"1545 Jacobs View Apt. 288, New Jimmyhaven, MD 72708",0,,0,,,3
50907,2023-02-11,4277.6,Supplies,1002,Cory Cooper,"7561 Lester Points Apt. 140, East Katelynland, NC 75965",2004,"Garcia, Robles and Mitchell","256 Jennifer Expressway, Paulburgh, TN 06283",20,Weekend_High_Spend; ,5,,,4
51002,2023-07-02,3800.0,Meals,1002,Cory Cooper,"7561 Lester Points Apt. 140, East Katelynland, NC 75965",2005,Jackson-Austin,"1520 Eric Flats, North Jessica, MH 26567",20,Weekend_High_Spend; ,6,,,3
50157,2023-10-06,288.84,Software,1002,Cory Cooper,"7561 Lester Points Apt. 140, East Katelynland, NC 75965",2007,"Hobbs, Williams and Hunt","300 Anthony Tunnel, New Timothyfurt, ND 14279",0,,4,,,2
50975,2023-02-23,3513.8,Software,1002,Cory Cooper,"7561 Lester Points Apt. 140, East Katelynland, NC 75965",2012,Walker Ltd,"9516 Melanie Dale Suite 907, East Brett, ID 69269",0,,3,,,3
50946,2023-05-16,3886.73,Services,1002,Cory Cooper,"7561 Lester Points Apt. 140, East Katelynland, NC 75965",2014,"Logan, Bradley and Rodriguez","574 Hart Isle Suite 302, Marvinhaven, TN 51787",0,,1,,,3
50420,2023-08-24,1178.97,Software,1002,Cory Cooper,"7561 Lester Points Apt. 140, East Katelynland, NC 75965",2015,Perry and Sons,"945 Thomas Mountains Suite 203, Port James, PR 75150",0,,3,,,1
50998,2023-11-12,2023.84,Meals,1002,Cory Cooper,"7561 Lester Points Apt. 140, East Katelynland, NC 75965",2027,"Hodges, Stevens and Ray","93174 Wells Trace, Lake Charles, MN 40537",20,Weekend_High_Spend; ,6,,,2
50772,2023-04-19,2855.85,Supplies,1002,Cory Cooper,"7561 Lester Points Apt. 140, East Katelynland, NC 75965",2040,"Pierce, Robinson and Munoz","8198 Goodman Squares, Scotthaven, TN 19541",0,,2,,,2
50783,2023-09-12,1834.18,Meals,1002,Cory Cooper,"7561 Lester Points Apt. 140, East Katelynland, NC 75965",2042,"King, Hughes and Willis","8989 Campbell Flats, Timothyshire, DC 87804",0,,1,,,1
50615,2023-07-05,2737.84,Supplies,1002,Cory Cooper,"7561 Lester Points Apt. 140, East Katelynland, NC 75965",2045,Parker Group,"6826 Jennifer Drives, Robinton, AZ 71490",0,,2,,,2
50982,2023-02-01,3351.55,Supplies,1002,Cory Cooper,"7561 Lester Points Apt. 140, East Katelynland, NC 75965",2047,Wilson-Martin,"37623 Nicole Ridge Suite 925, South Christian, MO 66629",0,,2,,,3
50009,2023-11-23,4148.52,Software,1002,Cory Cooper,"7561 Lester Points Apt. 140, East Katelynland, NC 75965",2050,Murillo Group,"983 Maria Track Apt. 147, Mejiatown, TX 99943",0,,3,,,4
50192,2023-11-15,3493.98,Travel,1002,Cory Cooper,"7561 Lester Points Apt. 140, East Katelynland, NC 75965",2051,"Thompson, Curry and Oneill","Unit 2316 Box 3994, DPO AE 15152",0,,2,,,3
50459,2023-08-27,3976.02,Software,1002,Cory Cooper,"7561 Lester Points Apt. 140, East Katelynland, NC 75965",2055,Boyd Group,"Unit 9659 Box 0767, DPO AE 92178",20,Weekend_High_Spend; ,6,,,3
50576,2023-02-06,1274.28,Services,1002,Cory Cooper,"7561 Lester Points Apt. 140, East Katelynland, NC 75965",2063,"Patel, Adams and Hill","415 Matthew Glen Apt. 850, New Tammyton, MI 79051",0,,0,,,1
50686,2023-09-21,3837.42,Meals,1002,Cory Cooper,"7561 Lester Points Apt. 140, East Katelynland, NC 75965",2065,"Simmons, Smith and Russell","8850 Reynolds Islands, North Brian, MS 79044",0,,3,,,3
50409,2023-06-02,821.06,Supplies,1002,Cory Cooper,"7561 Lester Points Apt. 140, East Katelynland, NC 75965",2067,Wilson-Sanders,"97308 Silva Tunnel, Patelland, ND 31594",0,,4,,,8
50790,2023-10-13,4352.39,Travel,1002,Cory Cooper,"7561 Lester Points Apt. 140, East Katelynland, NC 75965",2069,Ho-Mann,"72000 Garcia Mountains Suite 344, Stonetown, MN 34788",0,,4,,,4
50008,2023-09-28,518.8,Supplies,1002,Cory Cooper,"7561 Lester Points Apt. 140, East Katelynland, NC 75965",2075,Bullock-Foster,"07700 Eric Islands Suite 812, Keithland, NH 72796",0,,3,,,5
50047,2023-01-23,1788.88,Supplies,1002,Cory Cooper,"7561 Lester Points Apt. 140, East Katelynland, NC 75965",2076,Cruz-Vasquez,"27673 Glenn Gardens, Paulstad, CO 89213",0,,0,,,1
50488,2023-12-28,4151.1,Services,1002,Cory Cooper,"7561 Lester Points Apt. 140, East Katelynland, NC 75965",2076,Cruz-Vasquez,"27673 Glenn Gardens, Paulstad, CO 89213",0,,3,2023-01-23,1788.88,4
50151,2023-05-02,3343.42,Meals,1002,Cory Cooper,"7561 Lester Points Apt. 140, East Katelynland, NC 75965",2086,"Fernandez, Hoffman and Parker","829 Gonzales Meadows Apt. 650, Peterport, HI 58928",0,,1,,,3
50905,2023-05-06,3350.36,Meals,1002,Cory Cooper,"7561 Lester Points Apt. 140, East Katelynland, NC 75965",2088,"Alvarez, Osborne and Greene","1821 Anderson Haven Apt. 351, Jasonton, AR 97746",20,Weekend_High_Spend; ,5,,,3
50499,2023-01-27,3403.86,Supplies,1002,Cory Cooper,"7561 Lester Points Apt. 140, East Katelynland, NC 75965",2092,Cox and Sons,"5719 Brown Causeway Suite 900, North Michellestad, NY 17487",0,,4,,,3
50796,2023-09-28,2672.28,Travel,1002,Cory Cooper,"7561 Lester Points Apt. 140, East Katelynland, NC 75965",2093,Fisher Inc,"006 Austin Road, East Stevenhaven, MA 52384",0,,3,,,2
50404,2023-09-02,1019.4,Travel,1002,Cory Cooper,"7561 Lester Points Apt. 140, East Katelynland, NC 75965",2096,Cobb Group,"525 Dennis Springs, East Colleenborough, MP 29919",20,Weekend_High_Spend; ,5,,,1
50570,2023-02-26,67.6,Services,1002,Cory Cooper,"7561 Lester Points Apt. 140, East Katelynland, NC 75965",2097,"Stone, Johnson and Rodriguez","69365 Anderson Track, Matthewmouth, KY 54932",0,,6,,,6
50661,2023-04-13,1040.81,Meals,1003,Joshua Peterson,"841 Elizabeth Radial, Fishershire, WY 73934",2002,Brown LLC,"PSC 8735, Box 0598, APO AP 53357",0,,3,,,1
50749,2023-06-14,2182.7,Services,1003,Joshua Peterson,"841 Elizabeth Radial, Fishershire, WY 73934",2016,Harper-Sanders,"2602 Schmidt Land, Port Curtistown, ID 07786",0,,2,,,2
50252,2023-04-21,3782.53,Software,1003,Joshua Peterson,"841 Elizabeth Radial, Fishershire, WY 73934",2019,Hughes-Campbell,"74355 Khan View Apt. 395, Maryville, CT 57298",0,,4,,,3
50875,2023-10-20,2352.32,Supplies,1003,Joshua Peterson,"841 Elizabeth Radial, Fishershire, WY 73934",2019,Hughes-Campbell,"74355 Khan View Apt. 395, Maryville, CT 57298",0,,4,2023-04-21,3782.53,2
50329,2023-01-31,962.55,Software,1003,Joshua Peterson,"841 Elizabeth Radial, Fishershire, WY 73934",2023,Fernandez Group,"55318 John Inlet, New Stephanieview, PW 23645",10,Benford_9; ,1,,,9
50977,2023-02-23,2304.47,Supplies,1003,Joshua Peterson,"841 Elizabeth Radial, Fishershire, WY 73934",2031,Romero PLC,"4272 Ross Groves, Lake Kimberly, WY 78760",0,,3,,,2
50726,2023-12-13,1782.73,Software,1003,Joshua Peterson,"841 Elizabeth Radial, Fishershire, WY 73934",2032,Gallagher-Solis,"79701 Howard Port, East Marcfort, PW 11913",0,,2,,,1
50483,2023-02-06,2044.32,Software,1003,Joshua Peterson,"841 Elizabeth Radial, Fishershire, WY 73934",2037,Sullivan-Carter,"4726 Chad Light, Port Nancymouth, HI 20132",0,,0,,,2
50290,2023-03-07,671.29,Meals,1003,Joshua Peterson,"841 Elizabeth Radial, Fishershire, WY 73934",2038,Campbell-Torres,"306 Lisa Passage Apt. 451, East Molly, VA 76701",0,,1,,,6
50837,2023-06-07,3741.9,Software,1003,Joshua Peterson,"841 Elizabeth Radial, Fishershire, WY 73934",2039,"Williams, Aguilar and Warren","973 Scott Valley, Joelstad, KY 43393",0,,2,,,3
50245,2023-01-09,137.16,Meals,1003,Joshua Peterson,"841 Elizabeth Radial, Fishershire, WY 73934",2042,"King, Hughes and Willis","8989 Campbell Flats, Timothyshire, DC 87804",0,,0,,,1
50939,2023-05-30,2975.2,Travel,1003,Joshua Peterson,"841 Elizabeth Radial, Fishershire, WY 73934",2047,Wilson-Martin,"37623 Nicole Ridge Suite 925, South Christian, MO 66629",0,,1,,,2
50363,2023-02-12,2648.56,Supplies,1003,Joshua Peterson,"841 Elizabeth Radial, Fishershire, WY 73934",2063,"Patel, Adams and Hill","415 Matthew Glen Apt. 850, New Tammyton, MI 79051",20,Weekend_High_Spend; ,6,,,2
50172,2023-07-11,2026.31,Supplies,1003,Joshua Peterson,"841 Elizabeth Radial, Fishershire, WY 73934",2063,"Patel, Adams and Hill","415 Matthew Glen Apt. 850, New Tammyton, MI 79051",0,,1,2023-02-12,2648.56,2
50373,2023-02-24,4126.5,Software,1003,Joshua Peterson,"841 Elizabeth Radial, Fishershire, WY 73934",2067,Wilson-Sanders,"97308 Silva Tunnel, Patelland, ND 31594",0,,4,,,4
50681,2023-08-30,2714.65,Services,1003,Joshua Peterson,"841 Elizabeth Radial, Fishershire, WY 73934",2076,Cruz-Vasquez,"27673 Glenn Gardens, Paulstad, CO 89213",0,,2,,,2
50019,2023-09-26,1006.65,Travel,1003,Joshua Peterson,"841 Elizabeth Radial, Fishershire, WY 73934",2077,"Castaneda, Velasquez and Guerrero","USS Nichols, FPO AE 03449",0,,1,,,1
50150,2023-07-02,3648.03,Meals,1003,Joshua Peterson,"841 Elizabeth Radial, Fishershire, WY 73934",2080,Hahn and Sons,"27155 Charles Valley, Kellyside, CT 31934",20,Weekend_High_Spend; ,6,,,3
50990,2023-04-05,3523.94,Supplies,1003,Joshua Peterson,"841 Elizabeth Radial, Fishershire, WY 73934",2089,"Leach, Jacobs and Pena","84218 Danielle Underpass Apt. 222, New Sandra, OH 92273",0,,2,,,3
50394,2023-10-11,4069.9,Services,1003,Joshua Peterson,"841 Elizabeth Radial, Fishershire, WY 73934",2090,Davis Ltd,"53512 Sanchez Lodge, Thorntonmouth, KY 57110",0,,2,,,4
50965,2023-04-18,2264.88,Software,1003,Joshua Peterson,"841 Elizabeth Radial, Fishershire, WY 73934",2093,Fisher Inc,"006 Austin Road, East Stevenhaven, MA 52384",0,,1,,,2
50906,2023-10-25,3602.27,Meals,1003,Joshua Peterson,"841 Elizabeth Radial, Fishershire, WY 73934",2095,"Holmes, Harrison and Brooks","18293 Autumn Extension, Garzaton, AZ 05000",0,,2,,,3
50429,2023-01-07,1117.14,Software,1003,Joshua Peterson,"841 Elizabeth Radial, Fishershire, WY 73934",2097,"Stone, Johnson and Rodriguez","69365 Anderson Track, Matthewmouth, KY 54932",20,Weekend_High_Spend; ,5,,,1
50183,2023-03-13,2735.54,Supplies,1004,Logan Simon,"3829 Bennett Hills Suite 035, Alexandratown, MP 38729",2003,Lee LLC,"9410 Blair Terrace, New Elizabeth, LA 11296",0,,0,,,2
50934,2023-09-04,3110.66,Services,1004,Logan Simon,"3829 Bennett Hills Suite 035, Alexandratown, MP 38729",2008,"Miller, Mack and Watts","63754 Daniel Vista, Gloriamouth, PA 22198",0,,0,,,3
50366,2023-10-02,2194.41,Meals,1004,Logan Simon,"3829 Bennett Hills Suite 035, Alexandratown, MP 38729",2008,"Miller, Mack and Watts","63754 Daniel Vista, Gloriamouth, PA 22198",0,,0,2023-09-04,3110.66,2
50892,2023-11-10,2990.93,Supplies,1004,Logan Simon,"3829 Bennett Hills Suite 035, Alexandratown, MP 38729",2017,"Brock, Vargas and Price","46731 Michael Mount, Andrewbury, AK 42223",0,,4,,,2
50391,2023-11-19,2770.85,Services,1004,Logan Simon,"3829 Bennett Hills Suite 035, Alexandratown, MP 38729",2018,"Larson, Mitchell and Swanson","135 Contreras Well Suite 303, Port Courtney, MA 23471",20,Weekend_High_Spend; ,6,,,2
50849,2023-03-02,1397.14,Software,1004,Logan Simon,"3829 Bennett Hills Suite 035, Alexandratown, MP 38729",2025,"Carey, Torres and Martinez","181 Mackenzie Parkways, Port Martinton, MS 53531",0,,3,,,1
50770,2023-04-11,3132.24,Services,1004,Logan Simon,"3829 Bennett Hills Suite 035, Alexandratown, MP 38729",2025,"Carey, Torres and Martinez","181 Mackenzie Parkways, Port Martinton, MS 53531",0,,1,2023-03-02,1397.14,3
50932,2023-06-26,3322.75,Services,1004,Logan Simon,"3829 Bennett Hills Suite 035, Alexandratown, MP 38729",2025,"Carey, Torres and Martinez","181 Mackenzie Parkways, Port Martinton, MS 53531",0,,0,2023-04-11,3132.24,3
50217,2023-01-16,3069.29,Services,1004,Logan Simon,"3829 Bennett Hills Suite 035, Alexandratown, MP 38729",2029,Young-Johnson,"641 Johnathan Meadows Suite 624, Amandastad, ID 28435",0,,0,,,3
50427,2023-05-10,1620.36,Meals,1004,Logan Simon,"3829 Bennett Hills Suite 035, Alexandratown, MP 38729",2033,Garza-Sims,"579 Adam Landing, West Christineville, MN 75056",0,,2,,,1
50588,2023-08-07,2295.53,Meals,1004,Logan Simon,"3829 Bennett Hills Suite 035, Alexandratown, MP 38729",2034,Riley Group,"1494 Porter Views, Danielhaven, DC 99204",0,,0,,,2
50340,2023-02-12,2403.54,Travel,1004,Logan Simon,"3829 Bennett Hills Suite 035, Alexandratown, MP 38729",2042,"King, Hughes and Willis","8989 Campbell Flats, Timothyshire, DC 87804",20,Weekend_High_Spend; ,6,,,2
50235,2023-12-18,493.34,Services,1004,Logan Simon,"3829 Bennett Hills Suite 035, Alexandratown, MP 38729",2047,Wilson-Martin,"37623 Nicole Ridge Suite 925, South Christian, MO 66629",0,,0,,,4
50082,2023-06-15,2662.8,Travel,1004,Logan Simon,"3829 Bennett Hills Suite 035, Alexandratown, MP 38729",2053,Meyer-Rodgers,"3889 Andrews Union Suite 550, Donaldsontown, GU 50691",40,,3,,,2
50955,2023-02-21,3679.58,Services,1004,Logan Simon,"3829 Bennett Hills Suite 035, Alexandratown, MP 38729",2065,"Simmons, Smith and Russell","8850 Reynolds Islands, North Brian, MS 79044",0,,1,,,3
50443,2023-02-12,3541.62,Supplies,1004,Logan Simon,"3829 Bennett Hills Suite 035, Alexandratown, MP 38729",2068,"Mills, Beck and Powers","PSC 3696, Box 5586, APO AE 69021",20,Weekend_High_Spend; ,6,,,3
50642,2023-12-26,880.3,Software,1004,Logan Simon,"3829 Bennett Hills Suite 035, Alexandratown, MP 38729",2073,"Wilson, Solis and Russell","1349 Vargas Islands Suite 069, Larryfurt, IA 45177",0,,1,,,8
50954,2023-11-01,2663.65,Meals,1004,Logan Simon,"3829 Bennett Hills Suite 035, Alexandratown, MP 38729",2078,"Burns, Martinez and Fitzpatrick","8591 Martin Mews Suite 824, Darleneview, PW 38688",0,,2,,,2
50314,2023-07-27,4257.24,Services,1004,Logan Simon,"3829 Bennett Hills Suite 035, Alexandratown, MP 38729",2082,"Hutchinson, Bruce and Martin","1694 Edward Squares, New Valerieland, MI 96897",0,,3,,,4
50035,2023-10-06,3234.72,Services,1004,Logan Simon,"3829 Bennett Hills Suite 035, Alexandratown, MP 38729",2093,Fisher Inc,"006 Austin Road, East Stevenhaven, MA 52384",0,,4,,,3
50841,2023-12-03,394.65,Meals,1004,Logan Simon,"3829 Bennett Hills Suite 035, Alexandratown, MP 38729",2094,Rivera PLC,"2364 Montoya Spurs, Josephshire, MS 22913",0,,6,,,3
50710,2023-09-03,2764.22,Services,1004,Logan Simon,"3829 Bennett Hills Suite 035, Alexandratown, MP 38729",2095,"Holmes, Harrison and Brooks","18293 Autumn Extension, Garzaton, AZ 05000",20,Weekend_High_Spend; ,6,,,2
50382,2023-07-23,1800.31,Software,1005,Dean Welch,"33581 Goodwin Islands, Lake Jeffreyshire, RI 15330",2004,"Garcia, Robles and Mitchell","256 Jennifer Expressway, Paulburgh, TN 06283",20,Weekend_High_Spend; ,6,,,1
50760,2023-01-17,1983.86,Services,1005,Dean Welch,"33581 Goodwin Islands, Lake Jeffreyshire, RI 15330",2010,Ochoa Ltd,"01264 Oneill Key, Turnerville, MI 76713",0,,1,,,1
50878,2023-10-06,1069.34,Services,1005,Dean Welch,"33581 Goodwin Islands, Lake Jeffreyshire, RI 15330",2012,Walker Ltd,"9516 Melanie Dale Suite 907, East Brett, ID 69269",0,,4,,,1
50546,2023-04-29,1620.37,Software,1005,Dean Welch,"33581 Goodwin Islands, Lake Jeffreyshire, RI 15330",2030,Gomez PLC,"243 Melissa Street, East Carrie, CT 85247",20,Weekend_High_Spend; ,5,,,1
50867,2023-05-06,3612.2,Services,1005,Dean Welch,"33581 Goodwin Islands, Lake Jeffreyshire, RI 15330",2031,Romero PLC,"4272 Ross Groves, Lake Kimberly, WY 78760",20,Weekend_High_Spend; ,5,,,3
50706,2023-01-18,1777.94,Software,1005,Dean Welch,"33581 Goodwin Islands, Lake Jeffreyshire, RI 15330",2035,Wheeler-Hale,"8737 Page Stream, North Elizabeth, CA 82526",0,,2,,,1
50388,2023-09-02,3914.8,Services,1005,Dean Welch,"33581 Goodwin Islands, Lake Jeffreyshire, RI 15330",2047,Wilson-Martin,"37623 Nicole Ridge Suite 925, South Christian, MO 66629",20,Weekend_High_Spend; ,5,,,3
50422,2023-01-15,700.47,Services,1005,Dean Welch,"33581 Goodwin Islands, Lake Jeffreyshire, RI 15330",2066,Ray-Santiago,"65988 Welch Valleys Apt. 486, Joelberg, FL 88843",20,Weekend_High_Spend; ,6,,,7
50873,2023-11-19,1666.1,Services,1005,Dean Welch,"33581 Goodwin Islands, Lake Jeffreyshire, RI 15330",2067,Wilson-Sanders,"97308 Silva Tunnel, Patelland, ND 31594",20,Weekend_High_Spend; ,6,,,1
50057,2023-08-04,609.72,Meals,1005,Dean Welch,"33581 Goodwin Islands, Lake Jeffreyshire, RI 15330",2072,Smith-Williams,"0200 Chris Hill Suite 452, Lake Michelleberg, PR 01384",0,,4,,,6
50201,2023-04-21,881.46,Services,1005,Dean Welch,"33581 Goodwin Islands, Lake Jeffreyshire, RI 15330",2074,Duncan Ltd,"PSC 4254, Box 1412, APO AP 24976",0,,4,,,8
50099,2023-05-16,3488.6,Software,1005,Dean Welch,"33581 Goodwin Islands, Lake Jeffreyshire, RI 15330",2075,Bullock-Foster,"07700 Eric Islands Suite 812, Keithland, NH 72796",0,,1,,,3
50146,2023-11-29,631.27,Services,1005,Dean Welch,"33581 Goodwin Islands, Lake Jeffreyshire, RI 15330",2075,Bullock-Foster,"07700 Eric Islands Suite 812, Keithland, NH 72796",0,,2,2023-05-16,3488.6,6
50648,2023-10-14,350.62,Services,1005,Dean Welch,"33581 Goodwin Islands, Lake Jeffreyshire, RI 15330",2077,"Castaneda, Velasquez and Guerrero","USS Nichols, FPO AE 03449",0,,5,,,3
